{'.id': '*13A8', 'type': 'A', 'data': '159.148.147.244', 'name': 'global-balancer-d.mikrotik.com', 'ttl': '15m38s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1CD1', 'type': 'CNAME', 'data': 'load-balancer-usync-1612103133.us-west-1.elb.amazonaws.com', 'name': 'usync.vrtcal.com', 'ttl': '28m23s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1D24', 'type': 'A', 'data': '162.247.243.29', 'name': 'fastly-tls12-bam.nr-data.net', 'ttl': '24m10s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1D26', 'type': 'A', 'data': '203.161.184.11', 'name': 'ip.co.id', 'ttl': '3h41m55s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1D2B', 'type': 'A', 'data': '103.30.145.12', 'name': 'adsensecamp.com', 'ttl': '2h16m51s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1D38', 'type': 'CNAME', 'data': 'digicertwc.rubiconproject.com.edgekey.net', 'name': 'ads.rubiconproject.com', 'ttl': '32m7s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1D40', 'type': 'A', 'data': '23.90.68.116', 'name': 'a5425.casalemedia.com', 'ttl': '1h41m55s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1D55', 'type': 'CNAME', 'data': 'firewall-external-894891845.ap-southeast-1.elb.amazonaws.com', 'name': 'sgpixel.adsafeprotected.com', 'ttl': '25m51s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1D6E', 'type': 'CNAME', 'data': 'widget.sg1.vip.prod.criteo.com', 'name': 'dis.criteo.com', 'ttl': '41m56s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1D6F', 'type': 'A', 'data': '182.161.73.146', 'name': 'widget.sg1.vip.prod.criteo.com', 'ttl': '41m56s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1DCB', 'type': 'A', 'data': '103.49.221.172', 'name': 'awscdn.detik.net.id', 'ttl': '25m2s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1DCC', 'type': 'A', 'data': '203.190.242.172', 'name': 'awscdn.detik.net.id', 'ttl': '25m2s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1E1C', 'type': 'A', 'data': '182.161.73.136', 'name': 'gum.sg1.vip.prod.criteo.com', 'ttl': '15m28s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1E23', 'type': 'A', 'data': '103.49.221.172', 'name': 'cdn.detik.net.id', 'ttl': '28m30s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1E24', 'type': 'A', 'data': '203.190.242.172', 'name': 'cdn.detik.net.id', 'ttl': '28m30s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1E3D', 'type': 'A', 'data': '103.49.221.182', 'name': '20.detik.com', 'ttl': '3m4s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1E3E', 'type': 'A', 'data': '203.190.242.182', 'name': '20.detik.com', 'ttl': '3m4s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1E5F', 'type': 'CNAME', 'data': 'd1jvc9b8z3vcjs.cloudfront.net', 'name': 'aax-dtb-cf.amazon-adsystem.amazon.com', 'ttl': '1m56s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1E94', 'type': 'CNAME', 'data': 'wildcard.outbrain.com.edgekey.net', 'name': 'widgets.outbrain.com', 'ttl': '20m5s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1ED4', 'type': 'A', 'data': '203.190.242.240', 'name': 'video.detik.com', 'ttl': '5h15m17s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1ED5', 'type': 'A', 'data': '103.49.221.240', 'name': 'video.detik.com', 'ttl': '5h15m17s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1EDC', 'type': 'CNAME', 'data': 't1.teads.tv.edgekey.net', 'name': 't1.teads.tv', 'ttl': '4h12m5s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1EDD', 'type': 'CNAME', 'data': 'e9957.d.akamaiedge.net', 'name': 't1.teads.tv.edgekey.net', 'ttl': '4h19m22s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1EE1', 'type': 'A', 'data': '103.49.221.240', 'name': 'pushads.detik.com', 'ttl': '5h30m18s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1EE2', 'type': 'A', 'data': '203.190.242.240', 'name': 'pushads.detik.com', 'ttl': '5h30m18s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1EE5', 'type': 'CNAME', 'data': 'sync.teads.tv.edgekey.net', 'name': 'sync.teads.tv', 'ttl': '3h33m47s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1EE9', 'type': 'CNAME', 'data': 'e9957.dsce4.akamaiedge.net', 'name': 's8t.teads.tv-v2.edgekey.net', 'ttl': '5h29m8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1EF2', 'type': 'A', 'data': '54.150.10.110', 'name': 'load-apne1.exelator.com', 'ttl': '42m5s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1F13', 'type': 'A', 'data': '35.190.119.33', 'name': 'parsley.detik.com', 'ttl': '5h42m6s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1F3A', 'type': 'A', 'data': '80.77.87.163', 'name': 'cs.admanmedia.com', 'ttl': '1h8m50s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1F48', 'type': 'CNAME', 'data': 'outbrain.map.fastly.net', 'name': 'mv.outbrain.com', 'ttl': '4m42s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1F4E', 'type': 'CNAME', 'data': 'e6791.b.akamaiedge.net', 'name': 'pixel.mathtag.com.edgekey.net', 'ttl': '2h7m6s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1F5F', 'type': 'A', 'data': '209.58.171.197', 'name': 'sync.aralego.com', 'ttl': '42m8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1F65', 'type': 'CNAME', 'data': 'sadc1.outbrain.org', 'name': 'mcdp-sadc1.outbrain.com', 'ttl': '30m55s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1F67', 'type': 'A', 'data': '35.190.72.161', 'name': 'fqtag.com', 'ttl': '28m50s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1F79', 'type': 'CNAME', 'data': 'wildcard.aniview.com.edgekey.net', 'name': 'player.aniview.com', 'ttl': '9m44s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1F7F', 'type': 'CNAME', 'data': 'track-sc-was.aniview.com', 'name': 'track4.aniview.com', 'ttl': '4m1s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1FC9', 'type': 'CNAME', 'data': 'track-eu.adformnet.akadns.net', 'name': 'cm.adform.net', 'ttl': '41m19s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*1FEB', 'type': 'A', 'data': '202.58.182.241', 'name': 'bcs.binus.ac.id', 'ttl': '5h36m47s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*2064', 'type': 'CNAME', 'data': 'bidder.sg1.vip.prod.criteo.com', 'name': 'bidder.criteo.com', 'ttl': '2m31s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*206E', 'type': 'A', 'data': '35.227.229.24', 'name': 'licensing.bitmovin.com', 'ttl': '20m3s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*206F', 'type': 'CNAME', 'data': 'gum.sg1.vip.prod.criteo.com', 'name': 'gum.criteo.com', 'ttl': '8m27s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*209F', 'type': 'CNAME', 'data': 'static.sg1.vip.prod.criteo.net', 'name': 'static.criteo.net', 'ttl': '10m34s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*20A0', 'type': 'A', 'data': '182.161.73.129', 'name': 'static.sg1.vip.prod.criteo.net', 'ttl': '8m6s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*20B3', 'type': 'CNAME', 'data': 'outbrain.map.fastly.net', 'name': 'odb.outbrain.com', 'ttl': '43m5s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*20ED', 'type': 'CNAME', 'data': 'e7808.dscg.akamaiedge.net', 'name': 'cn-assets.adobedtm.com.edgekey.net', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*20FF', 'type': 'CNAME', 'data': 'bat-bing-com.a-0001.a-msedge.net', 'name': 'bat.bing.com', 'ttl': '23m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*215C', 'type': 'CNAME', 'data': 'firewall-external-894891845.ap-southeast-1.elb.amazonaws.com', 'name': 'sgfw.adsafeprotected.com', 'ttl': '34m55s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21AC', 'type': 'CNAME', 'data': 'a1961.g2.akamai.net', 'name': 'www.msftncsi.com.edgesuite.net', 'ttl': '1m29s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21AD', 'type': 'A', 'data': '23.50.232.199', 'name': 'a1961.g2.akamai.net', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21AE', 'type': 'A', 'data': '184.86.250.24', 'name': 'a1961.g2.akamai.net', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B0', 'type': 'CNAME', 'data': 'a1944.dscw16.akamai.net', 'name': 'standard-tls.warnermediacdn.akamaized.net', 'ttl': '3m5s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B1', 'type': 'A', 'data': '184.27.122.27', 'name': 'a1944.dscw16.akamai.net', 'ttl': '15s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B2', 'type': 'A', 'data': '184.27.122.24', 'name': 'a1944.dscw16.akamai.net', 'ttl': '15s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B3', 'type': 'A', 'data': '13.224.250.25', 'name': 'hbr.org', 'ttl': '52s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B4', 'type': 'A', 'data': '13.224.250.5', 'name': 'hbr.org', 'ttl': '52s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B5', 'type': 'A', 'data': '13.224.250.9', 'name': 'hbr.org', 'ttl': '52s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B6', 'type': 'A', 'data': '13.224.250.24', 'name': 'hbr.org', 'ttl': '52s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B7', 'type': 'CNAME', 'data': 'bam.nr-data.net.cdn.cloudflare.net', 'name': 'bam.cell.nr-data.net', 'ttl': '1m42s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B8', 'type': 'A', 'data': '162.247.241.14', 'name': 'bam.nr-data.net.cdn.cloudflare.net', 'ttl': '4m52s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21B9', 'type': 'A', 'data': '74.125.200.94', 'name': 'www.google.co.id', 'ttl': '4m53s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21BA', 'type': 'A', 'data': '13.33.33.128', 'name': 'scripts.chitika.net', 'ttl': '53s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21BB', 'type': 'A', 'data': '13.33.33.112', 'name': 'scripts.chitika.net', 'ttl': '53s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21BC', 'type': 'A', 'data': '13.33.33.74', 'name': 'scripts.chitika.net', 'ttl': '53s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21BD', 'type': 'A', 'data': '13.33.33.75', 'name': 'scripts.chitika.net', 'ttl': '53s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21BE', 'type': 'A', 'data': '104.21.1.110', 'name': 'api.hostip.info', 'ttl': '4m53s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21BF', 'type': 'A', 'data': '172.67.129.45', 'name': 'api.hostip.info', 'ttl': '4m53s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C0', 'type': 'CNAME', 'data': 'messaging.insurads.com', 'name': 'web-messaging.insurads.com', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C1', 'type': 'A', 'data': '3.214.199.193', 'name': 'messaging.insurads.com', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C2', 'type': 'A', 'data': '3.230.103.202', 'name': 'messaging.insurads.com', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C3', 'type': 'A', 'data': '54.204.119.253', 'name': 'messaging.insurads.com', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C4', 'type': 'A', 'data': '52.205.52.6', 'name': 'messaging.insurads.com', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C5', 'type': 'A', 'data': '3.218.64.137', 'name': 'messaging.insurads.com', 'ttl': '8s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C6', 'type': 'A', 'data': '74.125.68.157', 'name': 'googleads.g.doubleclick.net', 'ttl': '4m40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C7', 'type': 'A', 'data': '74.125.68.154', 'name': 'googleads.g.doubleclick.net', 'ttl': '4m40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C8', 'type': 'A', 'data': '74.125.68.156', 'name': 'googleads.g.doubleclick.net', 'ttl': '4m40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21C9', 'type': 'A', 'data': '74.125.68.155', 'name': 'googleads.g.doubleclick.net', 'ttl': '4m40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21CA', 'type': 'A', 'data': '35.160.10.214', 'name': 'dt-external-521234871.us-west-2.elb.amazonaws.com', 'ttl': '40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21CB', 'type': 'A', 'data': '34.216.208.103', 'name': 'dt-external-521234871.us-west-2.elb.amazonaws.com', 'ttl': '40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21CC', 'type': 'A', 'data': '35.166.115.66', 'name': 'dt-external-521234871.us-west-2.elb.amazonaws.com', 'ttl': '40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21CD', 'type': 'A', 'data': '44.239.113.136', 'name': 'dt-external-521234871.us-west-2.elb.amazonaws.com', 'ttl': '40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21CE', 'type': 'A', 'data': '34.216.207.81', 'name': 'dt-external-521234871.us-west-2.elb.amazonaws.com', 'ttl': '40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21CF', 'type': 'A', 'data': '44.237.211.77', 'name': 'dt-external-521234871.us-west-2.elb.amazonaws.com', 'ttl': '40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D0', 'type': 'A', 'data': '54.187.25.50', 'name': 'dt-external-521234871.us-west-2.elb.amazonaws.com', 'ttl': '40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D1', 'type': 'A', 'data': '44.231.251.137', 'name': 'dt-external-521234871.us-west-2.elb.amazonaws.com', 'ttl': '40s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D2', 'type': 'CNAME', 'data': 'securepubads46.g.doubleclick.net', 'name': 'securepubads.g.doubleclick.net', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D3', 'type': 'A', 'data': '172.217.194.154', 'name': 'securepubads46.g.doubleclick.net', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D4', 'type': 'A', 'data': '172.217.194.155', 'name': 'securepubads46.g.doubleclick.net', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D5', 'type': 'A', 'data': '172.217.194.157', 'name': 'securepubads46.g.doubleclick.net', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D6', 'type': 'A', 'data': '172.217.194.156', 'name': 'securepubads46.g.doubleclick.net', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D7', 'type': 'A', 'data': '23.50.93.199', 'name': 'e8960.e2.akamaiedge.net', 'ttl': '14s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D8', 'type': 'CNAME', 'data': 'mcs.tobsnssdk.com.edgekey.net', 'name': 'mcs.tobsnssdk.com', 'ttl': '9m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21D9', 'type': 'A', 'data': '23.64.122.48', 'name': 'e118744.a.akamaiedge.net', 'ttl': '19s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21DA', 'type': 'A', 'data': '23.64.122.42', 'name': 'e118744.a.akamaiedge.net', 'ttl': '19s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21DB', 'type': 'A', 'data': '3.230.103.202', 'name': 'services.insurads.com', 'ttl': '15s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21DC', 'type': 'A', 'data': '52.205.52.6', 'name': 'services.insurads.com', 'ttl': '15s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21DD', 'type': 'A', 'data': '3.214.199.193', 'name': 'services.insurads.com', 'ttl': '15s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21DE', 'type': 'A', 'data': '54.204.119.253', 'name': 'services.insurads.com', 'ttl': '15s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21DF', 'type': 'A', 'data': '3.218.64.137', 'name': 'services.insurads.com', 'ttl': '15s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E0', 'type': 'A', 'data': '103.49.221.211', 'name': 'detik.com', 'ttl': '2m33s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E1', 'type': 'A', 'data': '203.190.242.211', 'name': 'detik.com', 'ttl': '2m33s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E2', 'type': 'CNAME', 'data': 'd2hznjffoeqs0a.cloudfront.net', 'name': 'cdn.unblockia.com', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E3', 'type': 'A', 'data': '18.155.68.15', 'name': 'd2hznjffoeqs0a.cloudfront.net', 'ttl': '54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E4', 'type': 'A', 'data': '18.155.68.48', 'name': 'd2hznjffoeqs0a.cloudfront.net', 'ttl': '54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E5', 'type': 'A', 'data': '18.155.68.75', 'name': 'd2hznjffoeqs0a.cloudfront.net', 'ttl': '54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E6', 'type': 'A', 'data': '18.155.68.100', 'name': 'd2hznjffoeqs0a.cloudfront.net', 'ttl': '54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E7', 'type': 'A', 'data': '13.227.254.61', 'name': 'd1y9weh1h9c90c.cloudfront.net', 'ttl': '54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E8', 'type': 'A', 'data': '13.227.254.46', 'name': 'd1y9weh1h9c90c.cloudfront.net', 'ttl': '54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21E9', 'type': 'A', 'data': '13.227.254.26', 'name': 'd1y9weh1h9c90c.cloudfront.net', 'ttl': '54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21EA', 'type': 'A', 'data': '13.227.254.47', 'name': 'd1y9weh1h9c90c.cloudfront.net', 'ttl': '54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21EB', 'type': 'A', 'data': '74.125.68.94', 'name': 'www.gstatic.com', 'ttl': '2m29s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21EC', 'type': 'A', 'data': '172.253.118.95', 'name': 'fonts.googleapis.com', 'ttl': '23s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21ED', 'type': 'A', 'data': '172.64.160.3', 'name': 'applets.ebxcdn.com', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21EE', 'type': 'A', 'data': '172.64.161.3', 'name': 'applets.ebxcdn.com', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21EF', 'type': 'A', 'data': '74.125.24.156', 'name': 'pagead2.googlesyndication.com', 'ttl': '22s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F0', 'type': 'A', 'data': '74.125.24.154', 'name': 'pagead2.googlesyndication.com', 'ttl': '22s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F1', 'type': 'A', 'data': '74.125.24.155', 'name': 'pagead2.googlesyndication.com', 'ttl': '22s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F2', 'type': 'A', 'data': '74.125.24.157', 'name': 'pagead2.googlesyndication.com', 'ttl': '22s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F3', 'type': 'CNAME', 'data': 'e9957.b.akamaiedge.net', 'name': 'a.teads.tv.edgekey.net', 'ttl': '4m50s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F4', 'type': 'A', 'data': '104.83.197.63', 'name': 'e9957.b.akamaiedge.net', 'ttl': '14s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F5', 'type': 'A', 'data': '52.198.236.95', 'name': 'prebid-a.rubiconproject.net.akadns.net', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F6', 'type': 'A', 'data': '54.248.168.165', 'name': 'prebid-a.rubiconproject.net.akadns.net', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F7', 'type': 'A', 'data': '54.95.246.138', 'name': 'prebid-a.rubiconproject.net.akadns.net', 'ttl': '4m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F8', 'type': 'CNAME', 'data': 'cdn-ns.cdn-prod-sas.akadns.net', 'name': 'ced-ns.sascdn.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21F9', 'type': 'CNAME', 'data': 'cs410.wac.edgecastcdn.net', 'name': 'cdn-ns.cdn-prod-sas.akadns.net', 'ttl': '1m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21FA', 'type': 'A', 'data': '192.229.237.180', 'name': 'cs410.wac.edgecastcdn.net', 'ttl': '59m54s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21FB', 'type': 'A', 'data': '151.101.195.5', 'name': 'edition.cnn.com', 'ttl': '2m32s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21FC', 'type': 'A', 'data': '151.101.3.5', 'name': 'edition.cnn.com', 'ttl': '2m32s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21FD', 'type': 'A', 'data': '151.101.67.5', 'name': 'edition.cnn.com', 'ttl': '2m32s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21FE', 'type': 'A', 'data': '151.101.131.5', 'name': 'edition.cnn.com', 'ttl': '2m32s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*21FF', 'type': 'CNAME', 'data': 'cws.conviva.com', 'name': 'a6709203f34992a5095d2bc7ceaf2ec504f651a8.cws.conviva.com', 'ttl': '4m55s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*2200', 'type': 'CNAME', 'data': 'cws-eu.conviva.com', 'name': 'cws.conviva.com', 'ttl': '4m55s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*2201', 'type': 'CNAME', 'data': 'cws-iad4-slb9.conviva.com', 'name': 'cws-eu.conviva.com', 'ttl': '4m55s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*2202', 'type': 'A', 'data': '199.127.194.108', 'name': 'cws-iad4-slb9.conviva.com', 'ttl': '4m55s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*2203', 'type': 'CNAME', 'data': 'a80a9201ee101bbc3.awsglobalaccelerator.com', 'name': 'collector.cdp.cnn.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*2204', 'type': 'A', 'data': '13.248.140.122', 'name': 'a80a9201ee101bbc3.awsglobalaccelerator.com', 'ttl': '1m37s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*2205', 'type': 'A', 'data': '76.223.14.12', 'name': 'a80a9201ee101bbc3.awsglobalaccelerator.com', 'ttl': '1m37s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*2206', 'type': 'CNAME', 'data': 'apps.sascdn.com.akamaized.net', 'name': 'apps.sascdn.com', 'ttl': '4m24s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
{'.id': '*2207', 'type': 'CNAME', 'data': 'a1977.dscb.akamai.net', 'name': 'apps.sascdn.com.akamaized.net', 'ttl': '2h43m1s', 'static': False, 'timestamp': '2023-11-17 16:23:12 WIB'}
