{'.id': '*F7FD1', 'type': 'NS', 'data': 'ns4.google.com', 'name': 'google.com', 'ttl': '14m57s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9193', 'type': 'A', 'data': '202.137.16.89', 'name': 'e-learning.unpam.ac.id', 'ttl': '1m16s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9195', 'type': 'CNAME', 'data': 'a1911.dscv.akamai.net', 'name': 'conn2.oppomobile.com.edgesuite.net', 'ttl': '1m17s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB91A7', 'type': 'CNAME', 'data': 'a1962.w155.akamai.net', 'name': 'v16.tiktokcdn.com.edgesuite.net', 'ttl': '11m26s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB91AB', 'type': 'CNAME', 'data': 'www.uciservice.com.edgekey.net', 'name': 'www.uciservice.com', 'ttl': '1m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB91AC', 'type': 'CNAME', 'data': 'e6859.x.akamaiedge.net', 'name': 'www.uciservice.com.edgekey.net', 'ttl': '1m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB91AE', 'type': 'CNAME', 'data': 'p16-amd-va.tiktokcdn.com.akamaized.net', 'name': 'p16-amd-va.tiktokcdn.com', 'ttl': '1m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB91D0', 'type': 'CNAME', 'data': 'crl.edge.digicert.com', 'name': 'crl4.digicert.com', 'ttl': '1m27s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB91E1', 'type': 'CNAME', 'data': 'wap.n.shifen.com', 'name': 'm.baidu.com', 'ttl': '1m29s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB923E', 'type': 'CNAME', 'data': 'global.asimov.events.data.trafficmanager.net', 'name': 'browser.events.data.msn.com', 'ttl': '1m38s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB925B', 'type': 'CNAME', 'data': 'sf16-static.i18n-pglstatp.com.bytegeo.akadns.net', 'name': 'sf16-static.i18n-pglstatp.com.edgesuite.net', 'ttl': '1m39s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9260', 'type': 'CNAME', 'data': 'e28622.a.akamaiedge.net', 'name': 'libra-sg.tiktokv.com.edgekey.net', 'ttl': '1m39s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92AA', 'type': 'CNAME', 'data': 'ecn-us.dev.virtualearth.net.edgekey.net', 'name': 'ecn-us.dev.virtualearth.net', 'ttl': '1m41s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92AB', 'type': 'CNAME', 'data': 'e4113.dscd.akamaiedge.net', 'name': 'ecn-us.dev.virtualearth.net.edgekey.net', 'ttl': '1m41s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92D0', 'type': 'CNAME', 'data': 'a630.dscd.akamai.net', 'name': 'stream-production.avcdn.net.akamaized.net', 'ttl': '13m52s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92D3', 'type': 'CNAME', 'data': 'api-prod.accuweather.com.edgesuite.net', 'name': 'api.accuweather.com', 'ttl': '1m47s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92D4', 'type': 'CNAME', 'data': 'a1060.dscapi5.akamai.net', 'name': 'api-prod.accuweather.com.edgesuite.net', 'ttl': '1m47s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92D9', 'type': 'CNAME', 'data': 'crl.edge.digicert.com', 'name': 'crl3.digicert.com', 'ttl': '1m48s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92DB', 'type': 'CNAME', 'data': 'a669.t.akamai.net', 'name': 'ssdk-sg.pangle.io.edgesuite.net', 'ttl': '1m49s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92EB', 'type': 'A', 'data': '103.73.195.14', 'name': 'usa.ime.cootek.com', 'ttl': '1m58s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92EC', 'type': 'A', 'data': '103.73.195.26', 'name': 'usa.ime.cootek.com', 'ttl': '1m58s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92ED', 'type': 'A', 'data': '103.73.195.10', 'name': 'usa.ime.cootek.com', 'ttl': '1m58s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92EE', 'type': 'A', 'data': '103.73.195.9', 'name': 'usa.ime.cootek.com', 'ttl': '1m58s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB92EF', 'type': 'A', 'data': '103.73.195.12', 'name': 'usa.ime.cootek.com', 'ttl': '1m58s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9317', 'type': 'CNAME', 'data': 'e2338.a.akamaiedge.net', 'name': 'static-file.lazada.co.id.edgekey.net', 'ttl': '1m58s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9380', 'type': 'CNAME', 'data': 'chat.cdn.whatsapp.net', 'name': 'g.whatsapp.net', 'ttl': '1m59s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9382', 'type': 'CNAME', 'data': 'pull-cmaf-f16-tt01.fcdn.us.tiktokv.com.akamaized.net', 'name': 'pull-cmaf-f16-tt01.fcdn.us.tiktokv.com', 'ttl': '1m59s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9438', 'type': 'CNAME', 'data': 'pull-f5-tt02-infra.fcdn.us.gts.ttoverseaus.net', 'name': 'pull-a5-tt02-infra.fcdn.us.tiktokv.com', 'ttl': '2m', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9581', 'type': 'CNAME', 'data': 'shepherd-gcp.ff.avast.com', 'name': 'shepherd.ff.avast.com', 'ttl': '2m3s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9582', 'type': 'A', 'data': '34.160.176.28', 'name': 'shepherd-gcp.ff.avast.com', 'ttl': '2m3s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9595', 'type': 'CNAME', 'data': 'e9229.dscd.akamaiedge.net', 'name': 's-nuistatic.avcdn.net.edgekey.net', 'ttl': '2m8s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9597', 'type': 'CNAME', 'data': 'c-msn-com-nsatc.trafficmanager.net', 'name': 'c.msn.com', 'ttl': '2m8s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB95B7', 'type': 'CNAME', 'data': 'c-bing-com.a-0001.a-msedge.net', 'name': 'c.bing.com', 'ttl': '2m12s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB95D2', 'type': 'CNAME', 'data': 'ocsp.edge.digicert.com', 'name': 'ocsp.digicert.com', 'ttl': '2m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB95D5', 'type': 'CNAME', 'data': 'wu-bg-shim.trafficmanager.net', 'name': 'ctldl.windowsupdate.com', 'ttl': '2m27s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB95DE', 'type': 'CNAME', 'data': 'a1727.b.akamai.net', 'name': 'p16-g1-sign-va.ibyteimg.com.edgesuite.net', 'ttl': '11m55s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB95E7', 'type': 'CNAME', 'data': 'sgp-bigdata-obus-nlb-pub-w10pqpd-ad7035ef6f5209b1.elb.ap-southeast-1.amazonaws.com', 'name': 'dragate-sg.dc.oppomobile.com', 'ttl': '2m33s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB95EC', 'type': 'CNAME', 'data': 'sf16-ies-music-va.tiktokcdn.com.bytegeo.akadns.net', 'name': 'sf16-ies-music-va.tiktokcdn.com.edgesuite.net', 'ttl': '12m3s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9625', 'type': 'CNAME', 'data': 'fd-api-iris.trafficmanager.net', 'name': 'fd.api.iris.microsoft.com', 'ttl': '2m40s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB980A', 'type': 'CNAME', 'data': 'a158.b.akamai.net', 'name': 'v16-cla.tiktokcdn.com.edgesuite.net', 'ttl': '5m1s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB980D', 'type': 'CNAME', 'data': 'mqtt.c10r.facebook.com', 'name': 'edge-mqtt.facebook.com', 'ttl': '2m49s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB983F', 'type': 'A', 'data': '204.155.146.95', 'name': '4shared.com', 'ttl': '3m', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9840', 'type': 'A', 'data': '204.155.149.41', 'name': '4shared.com', 'ttl': '3m', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9841', 'type': 'A', 'data': '204.155.149.43', 'name': '4shared.com', 'ttl': '3m', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9842', 'type': 'A', 'data': '204.155.149.42', 'name': '4shared.com', 'ttl': '3m', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9843', 'type': 'CNAME', 'data': 'rr2.sn-npoe7nds.googlevideo.com', 'name': 'rr2---sn-npoe7nds.googlevideo.com', 'ttl': '3m2s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9844', 'type': 'A', 'data': '173.194.22.167', 'name': 'rr2.sn-npoe7nds.googlevideo.com', 'ttl': '3m2s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9845', 'type': 'CNAME', 'data': 'rr1.sn-o0n5oxu-n0cl.googlevideo.com', 'name': 'rr1---sn-o0n5oxu-n0cl.googlevideo.com', 'ttl': '3m3s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9846', 'type': 'A', 'data': '103.238.201.76', 'name': 'rr1.sn-o0n5oxu-n0cl.googlevideo.com', 'ttl': '3m3s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9860', 'type': 'CNAME', 'data': 'atm-settingsfe-prod-geo2.trafficmanager.net', 'name': 'settings-win.data.microsoft.com', 'ttl': '3m19s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB990B', 'type': 'CNAME', 'data': 'config.officeapps.live.com', 'name': 'office15client.microsoft.com', 'ttl': '4m7s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB990E', 'type': 'CNAME', 'data': 'ncsi-geo.trafficmanager.net', 'name': 'www.msftconnecttest.com', 'ttl': '4m7s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9915', 'type': 'CNAME', 'data': 'e12358.d.akamaiedge.net', 'name': 'kv601.prod.do.dsp.mp.microsoft.com.edgekey.net', 'ttl': '12m44s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9917', 'type': 'CNAME', 'data': 'mmx-ds.cdn.whatsapp.net', 'name': 'web.whatsapp.com', 'ttl': '4m8s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9923', 'type': 'CNAME', 'data': 'www-www.bing.com.trafficmanager.net', 'name': 'www.bing.com', 'ttl': '4m16s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB993D', 'type': 'CNAME', 'data': 'p-th.bing.com.trafficmanager.net', 'name': 'th.bing.com', 'ttl': '4m17s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9943', 'type': 'CNAME', 'data': 'wildcard46.go-mpulse.net.edgekey.net', 'name': 'c.go-mpulse.net', 'ttl': '4m18s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9944', 'type': 'CNAME', 'data': 'e4518.dscapi7.akamaiedge.net', 'name': 'wildcard46.go-mpulse.net.edgekey.net', 'ttl': '4m18s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9955', 'type': 'A', 'data': '8.8.8.8', 'name': 'dns.google', 'ttl': '4m18s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9956', 'type': 'A', 'data': '8.8.4.4', 'name': 'dns.google', 'ttl': '4m18s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9987', 'type': 'CNAME', 'data': 'prod1.naturallanguageeditorservice.osi.office.net.akadns.net', 'name': 'nleditor.osi.office.net', 'ttl': '4m52s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB99AE', 'type': 'CNAME', 'data': 'sadownload-r53.awsconsumer.mcafee.com', 'name': 'sadownload.mcafee.com', 'ttl': '5m3s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB99AF', 'type': 'CNAME', 'data': 'sadownload.mcafee.com.edgesuite.net', 'name': 'sadownload-r53.awsconsumer.mcafee.com', 'ttl': '5m3s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB99B0', 'type': 'CNAME', 'data': 'a866.dscd.akamai.net', 'name': 'sadownload.mcafee.com.edgesuite.net', 'ttl': '5m3s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB99DC', 'type': 'CNAME', 'data': 'wildcard.weather.microsoft.com.edgekey.net', 'name': 'service.weather.microsoft.com', 'ttl': '5m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB99E0', 'type': 'CNAME', 'data': 'secure.appex-rf.msn.com.edgekey.net', 'name': 'en-us.appex-rf.msn.com', 'ttl': '5m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB99E1', 'type': 'CNAME', 'data': 'e2138.g.akamaiedge.net', 'name': 'secure.appex-rf.msn.com.edgekey.net', 'ttl': '5m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB99E4', 'type': 'CNAME', 'data': 'e5212.g.akamaiedge.net', 'name': 'finance.services.appex.bing.com.edgekey.net', 'ttl': '5m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB99FB', 'type': 'CNAME', 'data': 'prod.mrodevicemgr.live.com.akadns.net', 'name': 'mrodevicemgr.officeapps.live.com', 'ttl': '5m29s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A03', 'type': 'CNAME', 'data': 'config.edge.skype.com.trafficmanager.net', 'name': 'config.edge.skype.com', 'ttl': '5m31s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A05', 'type': 'CNAME', 'data': 'config-edge-skype.l-0007.l-msedge.net', 'name': 'l-0007.config.skype.com', 'ttl': '9m52s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A40', 'type': 'CNAME', 'data': 'e40031.b.akamaiedge.net', 'name': 'api.weathercn.com.edgekey.net', 'ttl': '9m4s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A83', 'type': 'CNAME', 'data': 'crl.edge.digicert.com', 'name': 'crl-symcprod.digicert.com', 'ttl': '11m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A88', 'type': 'A', 'data': '74.125.24.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A89', 'type': 'A', 'data': '172.253.118.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A8A', 'type': 'A', 'data': '142.251.10.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A8B', 'type': 'A', 'data': '142.251.12.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A8C', 'type': 'A', 'data': '142.251.175.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A8D', 'type': 'A', 'data': '74.125.130.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A8E', 'type': 'A', 'data': '74.125.200.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A8F', 'type': 'A', 'data': '64.233.170.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A90', 'type': 'A', 'data': '74.125.68.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A91', 'type': 'A', 'data': '172.217.194.95', 'name': 'youtubei.googleapis.com', 'ttl': '0s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A9D', 'type': 'CNAME', 'data': 'rr2.sn-npoldn7z.googlevideo.com', 'name': 'rr2---sn-npoldn7z.googlevideo.com', 'ttl': '6m17s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9A9E', 'type': 'A', 'data': '142.251.85.71', 'name': 'rr2.sn-npoldn7z.googlevideo.com', 'ttl': '6m17s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9AED', 'type': 'CNAME', 'data': 'star.c10r.facebook.com', 'name': 'graph.facebook.com', 'ttl': '6m37s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9B65', 'type': 'A', 'data': '35.76.83.249', 'name': 'track.doraads.com', 'ttl': '1m42s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9B71', 'type': 'CNAME', 'data': 'download.windowsupdate.com.edgesuite.net', 'name': 'wu-bg-shim.trafficmanager.net', 'ttl': '1m', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9B9F', 'type': 'CNAME', 'data': 'instagram.c10r.instagram.com', 'name': 'i.instagram.com', 'ttl': '7m43s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9BA1', 'type': 'CNAME', 'data': 'instagram.c10r.instagram.com', 'name': 'graph.instagram.com', 'ttl': '7m44s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9BAD', 'type': 'A', 'data': '172.217.194.84', 'name': 'accounts.google.com', 'ttl': '2m32s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9BC6', 'type': 'CNAME', 'data': 'pull-c5-gcp01.tiktokcdn.com.c.bytefcdn-ttpeu.com', 'name': 'pull-c5-gcp01.tiktokcdn.com', 'ttl': '1m1s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9C03', 'type': 'CNAME', 'data': 'pull-o5-va01.fcdn.eu.tiktokcdn.com.c.bytefcdn-ttpeu.com', 'name': 'pull-o5-va01.fcdn.eu.tiktokcdn.com', 'ttl': '25s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9C26', 'type': 'CNAME', 'data': 'pull-f5-tt02.tiktokcdn.com.c.bytefcdn-oversea.com', 'name': 'pull-f5-tt02.tiktokcdn.com', 'ttl': '7m50s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9C4D', 'type': 'CNAME', 'data': 'pull-cmaf-f16-gcp01.tiktokcdn.com.akamaized.net', 'name': 'pull-cmaf-f16-gcp01.tiktokcdn.com', 'ttl': '1m23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9C50', 'type': 'CNAME', 'data': '1276298696.rsc.cdn77.org', 'name': 'pull-hls-l77-gcp01.tiktokcdn.com', 'ttl': '59s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9C51', 'type': 'CNAME', 'data': 'pull-f5-vr-sg01.tiktokcdn.com.c.bytefcdn-oversea.com', 'name': 'pull-f5-vr-sg01.tiktokcdn.com', 'ttl': '2m8s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9C85', 'type': 'CNAME', 'data': '1447723502.rsc.cdn77.org', 'name': 'pull-cmaf-f77-sg01.tiktokcdn.com', 'ttl': '48s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9C92', 'type': 'CNAME', 'data': 'pull-flv-l11-sg01.tiktokcdn.com.qlivecdn.com', 'name': 'pull-flv-l11-sg01.tiktokcdn.com', 'ttl': '2m42s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9CAD', 'type': 'CNAME', 'data': '1365538595.rsc.cdn77.org', 'name': 'pull-flv-l77-gcp01.tiktokcdn.com', 'ttl': '1m9s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9CBA', 'type': 'CNAME', 'data': 'pull-flv-l10-sg01.tiktokcdn.com.rocket-cdn.com', 'name': 'pull-flv-l10-sg01.tiktokcdn.com', 'ttl': '39s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9D24', 'type': 'CNAME', 'data': 'pull-cmaf-f16-tt02-tt03.fcdn.eu.tiktokcdn.com.akamaized.net', 'name': 'pull-cmaf-f16-tt02-tt03.fcdn.eu.tiktokcdn.com', 'ttl': '6s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9D2B', 'type': 'CNAME', 'data': 'pull-q5-sg01.fcdn.eu.tiktokcdn.com.c.bytefcdn-ttpeu.com', 'name': 'pull-q5-sg01.fcdn.eu.tiktokcdn.com', 'ttl': '1s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9D41', 'type': 'CNAME', 'data': '1810366965.rsc.cdn77.org', 'name': 'pull-flv-f77-gcp01.tiktokcdn.com', 'ttl': '1m26s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9D5B', 'type': 'CNAME', 'data': 'pull-f5-gcp01.tiktokcdn.com.c.bytefcdn-oversea.com', 'name': 'pull-f5-gcp01.tiktokcdn.com', 'ttl': '23s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9D72', 'type': 'CNAME', 'data': 'pull-cmaf-l10-gcp01.tiktokcdn.com.rocket-cdn.com', 'name': 'pull-cmaf-l10-gcp01.tiktokcdn.com', 'ttl': '1m38s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9D82', 'type': 'CNAME', 'data': 'pull-flv-f62-va01.tiktokcdn.com.c.live.rocket-cdnbp.com', 'name': 'pull-flv-f62-va01.tiktokcdn.com', 'ttl': '1m38s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9D85', 'type': 'CNAME', 'data': 'star.facebook.com', 'name': 'web.facebook.com', 'ttl': '7m57s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9D99', 'type': 'CNAME', 'data': 'pull-flv-l10-va01.tiktokcdn.com.rocket-cdn.com', 'name': 'pull-flv-l10-va01.tiktokcdn.com', 'ttl': '20s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9DB5', 'type': 'CNAME', 'data': 'pull-flv-l10-gcp01.tiktokcdn.com.rocket-cdn.com', 'name': 'pull-flv-l10-gcp01.tiktokcdn.com', 'ttl': '37s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9DC7', 'type': 'CNAME', 'data': '1276298696.rsc.cdn77.org', 'name': 'pull-cmaf-l77-va01.tiktokcdn.com', 'ttl': '12s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9DC8', 'type': 'CNAME', 'data': 'pull-o5-va01.tiktokcdn.com.c.bytefcdn-oversea.com', 'name': 'pull-o5-va01.tiktokcdn.com', 'ttl': '1m24s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9DF5', 'type': 'CNAME', 'data': '1561539925.rsc.cdn77.org', 'name': 'pull-flv-f77-tt02.fcdn.us.tiktokv.com', 'ttl': '1m9s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E15', 'type': 'CNAME', 'data': 'pull-cmaf-l16-gcp01.tiktokcdn.com.akamaized.net', 'name': 'pull-cmaf-l16-gcp01.tiktokcdn.com', 'ttl': '9s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E20', 'type': 'CNAME', 'data': 'pull-a5-gcp01.tiktokcdn.com.c.bytefcdn-oversea.com', 'name': 'pull-a5-gcp01.tiktokcdn.com', 'ttl': '1m37s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E26', 'type': 'CNAME', 'data': 'star-mini.c10r.facebook.com', 'name': 'www.facebook.com', 'ttl': '8m3s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E29', 'type': 'A', 'data': '185.165.170.19', 'name': 'electrumx.info', 'ttl': '8m10s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E36', 'type': 'A', 'data': '3.94.40.55', 'name': 'lumtest.com', 'ttl': '1m40s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E37', 'type': 'A', 'data': '3.94.72.89', 'name': 'lumtest.com', 'ttl': '1m40s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E42', 'type': 'CNAME', 'data': 'a1303.b.akamai.net', 'name': 'appsflyer-ep.edgesuite.net', 'ttl': '3m24s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E48', 'type': 'CNAME', 'data': 'ping2.ui.com', 'name': 'ping.ui.com', 'ttl': '5s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E83', 'type': 'CNAME', 'data': 'heytapdl.com.akamaized.net', 'name': 'mdp-appconf-sg.heytapdl.com', 'ttl': '51s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
{'.id': '*FB9E90', 'type': 'CNAME', 'data': 'img-intl-push.heytapimg.com.edgesuite.net', 'name': 'img-intl-push.heytapimg.com', 'ttl': '58s', 'static': False, 'timestamp': '2023-11-17 11:15:35 WIB'}
